In [1]: %run create_time_graph_files.py
620: start day= 245.429; elapsed secs, days= 14758, 0.171;  # nodes,edges= 32747, 294075
621: start day= 245.600; elapsed secs, days= 21204, 0.245;  # nodes,edges= 32761, 294313
622: start day= 245.846; elapsed secs, days= 36434, 0.422;  # nodes,edges= 32762, 294350
623: start day= 246.267; elapsed secs, days= 16871, 0.195;  # nodes,edges= 32792, 294735
624: start day= 246.463; elapsed secs, days= 15291, 0.177;  # nodes,edges= 32809, 295137
625: start day= 246.640; elapsed secs, days= 25745, 0.298;  # nodes,edges= 32827, 296271
626: start day= 246.938; elapsed secs, days= 33588, 0.389;  # nodes,edges= 32828, 296331
627: start day= 247.326; elapsed secs, days= 15138, 0.175;  # nodes,edges= 32859, 296722
628: start day= 247.502; elapsed secs, days= 14762, 0.171;  # nodes,edges= 32890, 297055
629: start day= 247.672; elapsed secs, days= 28045, 0.325;  # nodes,edges= 32900, 297240
630: start day= 247.997; elapsed secs, days= 30496, 0.353;  # nodes,edges= 32905, 297463
631: start day= 248.350; elapsed secs, days= 14848, 0.172;  # nodes,edges= 32938, 297938
632: start day= 248.522; elapsed secs, days= 15898, 0.184;  # nodes,edges= 32959, 298299
633: start day= 248.706; elapsed secs, days= 34111, 0.395;  # nodes,edges= 32962, 298371
634: start day= 249.101; elapsed secs, days= 28327, 0.328;  # nodes,edges= 32967, 298564
635: start day= 249.429; elapsed secs, days= 20630, 0.239;  # nodes,edges= 32984, 298835
636: start day= 249.667; elapsed secs, days= 36776, 0.426;  # nodes,edges= 32987, 298893
637: start day= 250.093; elapsed secs, days= 37792, 0.437;  # nodes,edges= 32987, 298919
638: start day= 250.530; elapsed secs, days= 38486, 0.445;  # nodes,edges= 32987, 298942
639: start day= 250.976; elapsed secs, days= 39880, 0.462;  # nodes,edges= 32987, 298964
640: start day= 251.437; elapsed secs, days= 41153, 0.476;  # nodes,edges= 32989, 299025
641: start day= 251.914; elapsed secs, days= 34821, 0.403;  # nodes,edges= 32992, 299082
642: start day= 252.317; elapsed secs, days= 13841, 0.160;  # nodes,edges= 33019, 299438
643: start day= 252.477; elapsed secs, days= 14584, 0.169;  # nodes,edges= 33033, 299706
644: start day= 252.646; elapsed secs, days= 24803, 0.287;  # nodes,edges= 33040, 299856
645: start day= 252.933; elapsed secs, days= 32868, 0.380;  # nodes,edges= 33040, 299910
646: start day= 253.313; elapsed secs, days= 14361, 0.166;  # nodes,edges= 33060, 300273
647: start day= 253.479; elapsed secs, days= 14679, 0.170;  # nodes,edges= 33081, 300602
648: start day= 253.649; elapsed secs, days= 24456, 0.283;  # nodes,edges= 33087, 300746
649: start day= 253.932; elapsed secs, days= 31949, 0.370;  # nodes,edges= 33089, 300787
650: start day= 254.302; elapsed secs, days= 14401, 0.167;  # nodes,edges= 33111, 301157
651: start day= 254.469; elapsed secs, days= 14347, 0.166;  # nodes,edges= 33125, 301492
652: start day= 254.635; elapsed secs, days= 21921, 0.254;  # nodes,edges= 33140, 301691
653: start day= 254.889; elapsed secs, days= 36127, 0.418;  # nodes,edges= 33141, 301732
654: start day= 255.307; elapsed secs, days= 18209, 0.211;  # nodes,edges= 33178, 302236
655: start day= 255.517; elapsed secs, days= 20361, 0.236;  # nodes,edges= 33209, 302650
656: start day= 255.753; elapsed secs, days= 41198, 0.477;  # nodes,edges= 33209, 302697
657: start day= 256.230; elapsed secs, days= 22765, 0.263;  # nodes,edges= 33228, 302982
658: start day= 256.493; elapsed secs, days= 25097, 0.290;  # nodes,edges= 33241, 303160
659: start day= 256.784; elapsed secs, days= 42065, 0.487;  # nodes,edges= 33241, 303185
660: start day= 257.271; elapsed secs, days= 38722, 0.448;  # nodes,edges= 33241, 303207
661: start day= 257.719; elapsed secs, days= 38125, 0.441;  # nodes,edges= 33241, 303214
662: start day= 258.160; elapsed secs, days= 37787, 0.437;  # nodes,edges= 33241, 303235
663: start day= 258.598; elapsed secs, days= 42724, 0.494;  # nodes,edges= 33241, 303284
664: start day= 259.092; elapsed secs, days= 25433, 0.294;  # nodes,edges= 33252, 303500
665: start day= 259.386; elapsed secs, days= 14142, 0.164;  # nodes,edges= 33277, 303878
666: start day= 259.550; elapsed secs, days= 14377, 0.166;  # nodes,edges= 33297, 304208
667: start day= 259.716; elapsed secs, days= 31350, 0.363;  # nodes,edges= 33299, 304257
668: start day= 260.079; elapsed secs, days= 24750, 0.286;  # nodes,edges= 33303, 304423
669: start day= 260.366; elapsed secs, days= 13686, 0.158;  # nodes,edges= 33317, 304871
670: start day= 260.524; elapsed secs, days= 13605, 0.157;  # nodes,edges= 33342, 305220
671: start day= 260.682; elapsed secs, days= 25879, 0.300;  # nodes,edges= 33342, 305341
672: start day= 260.981; elapsed secs, days= 29887, 0.346;  # nodes,edges= 33343, 305442
673: start day= 261.327; elapsed secs, days= 14066, 0.163;  # nodes,edges= 33362, 305903
674: start day= 261.490; elapsed secs, days= 13863, 0.160;  # nodes,edges= 33379, 306267
675: start day= 261.650; elapsed secs, days= 23410, 0.271;  # nodes,edges= 33385, 306418
676: start day= 261.921; elapsed secs, days= 30623, 0.354;  # nodes,edges= 33385, 306432
677: start day= 262.276; elapsed secs, days= 14960, 0.173;  # nodes,edges= 33395, 306713
678: start day= 262.449; elapsed secs, days= 13575, 0.157;  # nodes,edges= 33419, 307012
679: start day= 262.606; elapsed secs, days= 19753, 0.229;  # nodes,edges= 33428, 307238
680: start day= 262.835; elapsed secs, days= 35575, 0.412;  # nodes,edges= 33428, 307271
681: start day= 263.246; elapsed secs, days= 20866, 0.242;  # nodes,edges= 33441, 307548
682: start day= 263.488; elapsed secs, days= 21719, 0.251;  # nodes,edges= 33453, 307763
683: start day= 263.739; elapsed secs, days= 38711, 0.448;  # nodes,edges= 33453, 307789
684: start day= 264.187; elapsed secs, days= 35261, 0.408;  # nodes,edges= 33453, 307822
685: start day= 264.595; elapsed secs, days= 34676, 0.401;  # nodes,edges= 33454, 307845
686: start day= 264.997; elapsed secs, days= 34126, 0.395;  # nodes,edges= 33455, 307879
687: start day= 265.392; elapsed secs, days= 35671, 0.413;  # nodes,edges= 33456, 307920
688: start day= 265.805; elapsed secs, days= 37692, 0.436;  # nodes,edges= 33456, 307940
689: start day= 266.241; elapsed secs, days= 16839, 0.195;  # nodes,edges= 33465, 308254
690: start day= 266.436; elapsed secs, days= 14597, 0.169;  # nodes,edges= 33494, 308679
691: start day= 266.605; elapsed secs, days= 19715, 0.228;  # nodes,edges= 33508, 308898
692: start day= 266.833; elapsed secs, days= 34398, 0.398;  # nodes,edges= 33509, 308918
693: start day= 267.231; elapsed secs, days= 18337, 0.212;  # nodes,edges= 33523, 309271
694: start day= 267.443; elapsed secs, days= 16007, 0.185;  # nodes,edges= 33552, 309720
695: start day= 267.628; elapsed secs, days= 28883, 0.334;  # nodes,edges= 33559, 309935
696: start day= 267.963; elapsed secs, days= 34447, 0.399;  # nodes,edges= 33563, 310064
697: start day= 268.361; elapsed secs, days= 15027, 0.174;  # nodes,edges= 33584, 310538
698: start day= 268.535; elapsed secs, days= 15308, 0.177;  # nodes,edges= 33601, 310869
699: start day= 268.713; elapsed secs, days= 37312, 0.432;  # nodes,edges= 33602, 310931
700: start day= 269.144; elapsed secs, days= 23741, 0.275;  # nodes,edges= 33610, 311213
701: start day= 269.419; elapsed secs, days= 15956, 0.185;  # nodes,edges= 33617, 311509
702: start day= 269.604; elapsed secs, days= 23549, 0.273;  # nodes,edges= 33627, 311718
703: start day= 269.876; elapsed secs, days= 66059, 0.765;  # nodes,edges= 33640, 312081
704: start day= 270.641; elapsed secs, days= 67117, 0.777;  # nodes,edges= 33643, 312141
705: start day= 271.418; elapsed secs, days= 40176, 0.465;  # nodes,edges= 33643, 312173
706: start day= 271.883; elapsed secs, days= 40681, 0.471;  # nodes,edges= 33643, 312220
707: start day= 272.354; elapsed secs, days= 41565, 0.481;  # nodes,edges= 33643, 312269
708: start day= 272.835; elapsed secs, days= 14326, 0.166;  # nodes,edges= 33644, 312283
time --> time_secs_binary_f32.dat
graph--> auth_graph_adjlist.dat

-->
-rw-r--r--  1 heiland  staff     2039896 Jan  6 04:20 auth_graph_adjlist.dat
-rw-r--r--  1 heiland  staff  2833218064 Jan  6 04:20 time_secs_binary_f32.dat


